Id,Label,Alexa Rank,Location,Number of Out Links,Number of In Links,Weights of Out Links,Weights of In links,Diff Weights,Weights of Self links,PageRank
34559523,chicagotribune.com,1110,Illinois,0,255,0,179129,179129,1,0.0030355202366472676
34560032,chickasawtimes.net,14208063,Oklahoma,0,2,0,3,3,0,6.437740350134408e-05
34596501,citizentribune.com,675542,Tennessee,7,4,29,6,-23,3618,6.607323475375714e-05
34597487,cityandstateny.com,836053,New York,0,7,0,12,12,126,6.734649985837756e-05
34633192,coalvalleynews.com,2005827,West Virginia,10,9,11,9,-2,47323,0.00016495402112623095
34633410,coastalcourier.com,900719,Georgia,2,6,766,1542,776,9897,9.175009999230734e-05
34633513,coastaljournal.com,4712132,Maine,0,2,0,3,3,1,6.511755037479695e-05
34656469,communitypress.com,12363516,Ohio,0,4,0,72,72,0,7.061448168443104e-05
34663197,comunidadenews.com,3068672,Connecticut,1,3,1,3,2,56949,6.495330532537928e-05
34665234,concordmonitor.com,78969,New Hampshire,10,9,12,17,5,156438,6.639511810056269e-05
34671307,consortiumnews.com,67948,Alexa Top 500,73,36,573,1092,519,34166,0.00011382129598595911
34698374,courier-herald.com,2903740,Georgia,2,7,2,7,5,1407,0.0002534447572241623
34698409,couriermail.com.au,6107,Alexa Top 500,22,30,7874,44735,36861,535896,0.0003811697662615016
34707370,cranstononline.com,1289801,Rhode Island,2,4,140,71,-69,6962,0.0004298841487586551
34721997,crookstontimes.com,1019023,Minnesota,14,11,3318,889,-2429,37654,0.0002738624701096702
34732083,csupueblotoday.com,11245180,Colorado,4,2,4885,2,-4883,76480,6.436297566587774e-05
34762687,dailycollegian.com,600699,Massachusetts,7,5,11,2615,2604,72735,0.0006072378061959646
34762815,dailyevergreen.com,1313045,Washington,2,9,2,3620,3618,5678,7.865569756848793e-05
34762854,dailyfreepress.com,455557,Massachusetts,0,11,0,3626,3626,134209,0.0008127606938446695
34763060,dailynebraskan.com,314709,Nebraska,13,16,14,31,17,112805,7.491592719005311e-05
34763301,dailystatesman.com,1703495,Missouri,0,4,0,4,4,11,6.465874411542806e-05
34763802,dairylandpeach.com,955708,Minnesota,0,3,0,840,840,836,0.00012263485800374457
34766513,dallasexaminer.com,3075844,Texas,0,2,0,3,3,19,6.437740350134408e-05
34766673,dallasobserver.com,22018,Texas,24,45,1185134,796685,-388449,5138322,0.0007425879464373836
34766707,dallasposttrib.com,12889331,Texas,0,1,0,2,2,56,6.436817293154508e-05
34822425,delawareonline.com,28524,Delaware,59,67,13688,277,-13411,235230,0.00029274717786491826
34824695,dellrapidsinfo.com,3802233,South Dakota,2,3,1140,409,-731,976,0.0001632007683155485
34826062,deltafarmpress.com,511054,Tennessee,8,13,41613,49994,8381,584300,0.000583277163188756
34830014,democratherald.com,247841,Oregon,1,0,21,0,-21,12,6.433931726061239e-05
34842335,desertexposure.com,3591005,New Mexico,0,1,0,1,1,28,6.43485478304114e-05
34856767,dewittobserver.com,7544941,Iowa,0,1,0,1,1,0,6.43485478304114e-05
34884490,dioceseoftulsa.org,7959954,Oklahoma,0,2,0,3,3,807,6.437220623567674e-05
34935534,doniphanherald.com,12173763,Nebraska,1,2,1,2,1,441,6.436297566587774e-05
34980767,durantdemocrat.com,2045537,Oklahoma,0,6,0,6,6,31,0.00011019991019313106
34983136,duxburyclipper.com,4278686,Massachusetts,0,1,0,1,1,0,6.43485478304114e-05
34988715,dysartreporter.com,4874675,Iowa,1,2,24,2,-22,260,6.586789073749799e-05
35000607,easttennessean.com,2478425,Tennessee,0,3,0,5,5,3305,6.445260362946522e-05
35051343,elhispanicnews.com,5558023,Oregon,0,4,0,6,6,2547,6.627549855049521e-05
35056134,elkvalleytimes.com,1784203,Tennessee,2,3,3,4,1,2,9.621001890514634e-05
35059512,elnuevoheraldo.com,737689,Texas,4,6,576,7269,6693,4869,0.0005022398365249651
35060411,elperiodicousa.com,1414521,Texas,3,4,1000,7,-993,53710,6.445078721144328e-05
35062183,eltiempolatino.com,254633,District of Columbia,1,5,31,46352,46321,701,0.002862062745671273
35071566,emmetsburgnews.com,7352248,Iowa,1,2,34,2,-32,1592,6.513734904626273e-05
35074191,emporiagazette.com,327054,Kansas,58,11,174,18,-156,798945,0.0001221995425910906
35088401,ennisdailynews.com,2036063,Texas,0,2,0,3,3,8,6.437740350134408e-05
35089063,enquirerherald.com,1155170,South Carolina,5,6,2605,3964,1359,13571,0.00035073778406240094
35090724,enterprisenews.com,189439,Massachusetts,29,27,44642,60948,16306,464488,0.00208550784538465
35137084,eveningtribune.com,1119623,New York,13,10,1546,971,-575,60321,0.0001627492185812112
35151556,exploreclarion.com,515748,Pennsylvania,1,0,20,0,-20,2578,6.433931726061239e-05
35173591,fallsnewspress.com,1554585,Ohio,11,8,1877,11,-1866,32612,8.06830231440224e-05
35183370,farmersadvance.com,3028437,Michigan,4,1,137,1,-136,421,6.43485478304114e-05
35196957,federalreserve.gov,21833,Alexa Top 500,1,144,3,1289,1286,772816,0.0011726865659360951
35196986,federalwaynews.net,14442723,Washington,3,5,4775,8,-4767,12715,9.063623598615896e-05
35248481,flatheadbeacon.com,490385,Montana,46,13,363,128,-235,265021,7.141809346172817e-05
35312719,fredericksburg.com,101157,Virginia,11,27,68,153,85,1418615,8.142815510166286e-05
35319358,freemanjournal.net,2745586,Iowa,2,0,17,0,-17,392,6.433931726061239e-05
35324298,fremonttribune.com,368099,Nebraska,1,0,8,0,-8,8,6.433931726061239e-05
35367432,galioninquirer.com,2748820,Ohio,4,6,4,7,3,1565,0.0002094491366958414
35391736,gazettejournal.net,2973715,Virginia,1,2,284,2,-282,13229,6.436297566587774e-05
35391741,gazettewebsite.com,3882601,Louisiana,0,2,0,4,4,26,6.438143680547575e-05
35441726,glasgowcourier.com,2674747,Montana,0,2,0,2,2,4029,6.441727490879378e-05
35494108,greaterkashmir.com,47262,Alexa Top 500,0,5,0,8,8,262922,6.51248128617739e-05
35494114,greaterlatrobe.net,3664588,Pennsylvania,2,3,5,4,-1,3016,6.436297566587774e-05
35496209,greeleytribune.com,183026,Colorado,16,26,122316,32575,-89741,669538,0.00031586177713848943
35498147,greenevillesun.com,757633,Tennessee,7,10,27311,5283,-22028,986436,0.0002560265052026814
35499919,greenpointnews.com,1386837,New York,0,5,0,9,9,7750,6.454871674824832e-05
35501223,greenwich-post.com,1239583,Connecticut,1,3,7799,2175,-5624,6366,0.0001190698150507187
35580162,havredailynews.com,1372484,Montana,0,2,0,3,3,87790,0.00017871392272105697
35580599,hawaiibusiness.com,431831,Hawaii,0,1,0,1,1,147,6.436405697487353e-05
35580797,hawaiireporter.com,117439,Hawaii,19,13,32,33,1,50840,7.157159347713005e-05
35609499,henricocitizen.com,2707212,Virginia,0,1,0,2,2,16260,6.43577784002104e-05
35611328,herald-citizen.com,1000117,Tennessee,0,7,0,8,8,4007,9.20832593384786e-05
35611329,herald-journal.com,1078065,Minnesota,2,6,400,4628,4228,3200,0.0006018383786275481
35611333,herald-zeitung.com,302592,Texas,0,2,0,2,2,1,6.438569030511061e-05
35611337,heraldbulletin.com,263639,Indiana,14,9,746,19,-727,464764,0.00010222732491596484
35611342,heralddemocrat.com,604475,Texas,1,5,10,297,287,82,6.460871944439107e-05
35611388,heraldstandard.com,320426,Pennsylvania,0,3,0,3,3,1,6.443170274426013e-05
35626195,highlandernews.com,870456,Texas,2,5,12,14,2,22,0.0004290560535402001
35626196,highlandernews.net,2335871,Pennsylvania,0,2,0,2,2,795,6.436297566587774e-05
35626430,highlandstoday.com,384830,Florida,3,10,58987,40787,-18200,149544,0.0004844414786317774
35632385,hindustantimes.com,775,Alexa Top 500,3,46,29241,18200,-11041,1743093,0.0008285926708815285
35653720,holtonrecorder.com,5668951,Kansas,0,3,0,3,3,0,6.442088431913769e-05
35661452,hometown-pages.com,3199271,Minnesota,2,2,8,5,-3,10,6.472048279765879e-05
35661566,hometownsource.com,968906,Minnesota,28,11,9287,898,-8389,8825,0.0006907031813013652
35665219,honoluluweekly.com,3857842,Hawaii,1,3,1,10,9,60307,6.667841484691359e-05
35693893,houstontribune.com,7400909,Texas,0,2,0,4,4,81,6.438663407114309e-05
35704917,hudsonhubtimes.com,523810,Ohio,4,9,2276,12,-2264,40046,8.071956052984908e-05
35704975,hudsonreporter.com,239091,New Jersey,5,14,6,2670,2664,129957,0.0002077146296569183
35705552,huffingtonpost.com,60,New York,1201,464,241609,679977,438368,32901322,0.017811843433692298
35712275,huntingtonnews.net,484155,West Virginia,9,16,10,42,32,517,6.708973127039125e-05
35735849,idahostatesman.com,29764,Idaho,20,53,172,4372,4200,268992,0.00012167041536340846
35777536,indianagazette.com,194526,Indiana,0,4,0,4,4,25,6.4968610387765e-05
35826474,irontontribune.com,689373,Ohio,0,5,0,6,6,67104,0.0001217463293062272
35833138,islandparknews.com,12571497,Idaho,1,3,1,19,18,90,6.500649100376914e-05
35833296,islandssounder.com,507949,Washington,6,7,1833,1640,-193,24969,0.00028172056775617596
35865356,jamestownpress.com,2096901,Rhode Island,0,5,0,7,7,346960,6.48000405238275e-05
35877990,jaxdailyrecord.com,449255,Florida,1,3,3,4,1,1054,6.444613057972647e-05
35903419,jewishexponent.com,265753,Pennsylvania,0,15,0,32,32,78330,7.628203237194482e-05
35903576,jewishtimes-sj.com,4734179,New Jersey,2,1,2,2,0,46643,6.43577784002104e-05
35903592,jewishvoicesnj.org,2401909,New Jersey,0,1,0,3,3,2806,6.43670089700094e-05
35946484,journalexpress.net,2354888,Iowa,0,3,0,4,4,3838,6.454084827990331e-05
35946530,journalismjobs.com,30889,Alexa Top 500,432,30,492,321,-171,6010,0.0001355924629627843
35946573,journalistopia.com,66709,Alexa Top 500,69,6,1089,12,-1077,34302,6.516645813069947e-05
35994481,kanerepublican.com,3271004,Pennsylvania,0,3,0,4,4,3888,6.437740350134408e-05
36023472,kchispanicnews.com,11885420,Missouri,0,3,0,8,8,167,6.506318400027801e-05
36158841,lakecountrysun.com,2472883,Texas,1,3,1,3,2,4,6.442418834021931e-05
36158851,lakecountyexam.com,7175630,Oregon,0,3,0,5,5,2,7.530067539736208e-05
36159293,lakelandmirror.com,9853175,Wisconsin,0,2,0,3,3,1,6.437740350134408e-05
36159484,lakenewsonline.com,594147,Missouri,1,9,7,5205,5198,13041,0.00028314260949200706
36159586,lakeplacidnews.com,1479210,New York,1,5,18,5,-13,3024,6.540659235649528e-05
36160474,lakewyliepilot.com,1120014,South Carolina,7,4,2295,3919,1624,14479,0.0003418679294189581
36172629,laprensalatina.com,977280,Tennessee,0,3,0,5,5,5934,6.522568377761907e-05
36172632,laprensatoledo.com,1157496,Ohio,16,5,44,7,-37,11969,7.045322011085908e-05
36176908,lasemanadelsur.com,16979130,Oklahoma,0,2,0,3,3,9,6.437220623567674e-05
36176910,lasemanawceatv.com,7200812,Massachusetts,0,2,0,3,3,9,6.437220623567674e-05
36180032,lasvegasweekly.com,47353,Nevada,33,23,37243,230301,193058,1259111,0.0013977263751772538
36188044,lavozhispanact.com,3482513,Connecticut,1,2,533,3,-530,31934,6.437220623567674e-05
36191751,lbccvikingnews.com,10982332,California,0,2,0,4,4,3154,6.438663407114309e-05
36195243,leaderandtimes.com,1695694,Kansas,1,0,5,0,-5,6,6.433931726061239e-05
36195331,leaderobserver.com,3808039,New York,7,8,24,17,-7,2033,0.00033433127994181186
36202368,ledgersentinel.com,5145035,Illinois,0,1,0,1,1,50,6.43485478304114e-05
36211939,lemarssentinel.com,428795,Iowa,0,2,0,2,2,24,6.457558920157934e-05
36252200,lincolncourier.com,3079577,Illinois,16,2,752,2,-750,71428,6.499128710897242e-05
36252435,lincolntribune.com,2213308,North Carolina,0,2,0,4,4,131,6.438143680547575e-05
36353847,madisoncourier.com,541492,Indiana,0,3,0,3,3,31,6.77958644899175e-05
36353894,madisoniannews.com,8212833,Montana,0,1,0,1,1,1002,6.43485478304114e-05
36393356,mangumstarnews.net,12537794,Oklahoma,2,5,2,5,3,1906,0.00012052128330531255
36395948,manoramaonline.com,2517,Alexa Top 500,0,3,0,6,6,1125,6.657293866641512e-05
36439716,masternewmedia.org,19639,Alexa Top 500,111,16,1186,96,-1090,189139,7.607131011428405e-05
36463399,mccallstarnews.com,4572660,Idaho,0,3,0,7,7,81,6.928957444457982e-05
36464046,mccrearyrecord.com,4759247,Kentucky,3,4,853,3039,2186,8362,0.00042909271399244585
36464433,mcdonoughvoice.com,2830378,Illinois,10,3,34,5,-29,69462,6.47913691963853e-05
36519880,miamitodaynews.com,236643,Florida,0,4,0,5,5,79428,6.454730942938725e-05
36526863,michellemalkin.com,40062,Alexa Top 500,373,143,53005,3504,-49501,454918,0.0003132884142392243
36532989,midvalejournal.com,6085360,Utah,11,13,2585,2570,-15,7339,0.00042905846155093366
36544486,millburysutton.com,1713248,Massachusetts,2,3,30,209,179,22,0.00042913449336276233
36555208,minotdailynews.com,737633,North Dakota,1,4,176,8,-168,18877,6.609504530910031e-05
36581143,moberlymonitor.com,2410705,Missouri,18,8,3247,2821,-426,34705,0.0002471305554325843
36604461,monroeguardian.com,6927643,Michigan,6,4,15,47,32,2,8.776854507900258e-05
36607310,montgomerynews.com,176453,Pennsylvania,2,0,27,0,-27,10,6.433931726061239e-05
36615794,morningjournal.com,206343,Ohio,7,22,1747,2212,465,65542,0.0012666479522665311
36626821,mountaintimes.info,582177,Vermont,0,1,0,1,1,3133,6.43485478304114e-05
36653084,mundohispanico.com,623594,Georgia,0,11,0,122631,122631,3,0.00026249948909868584
36653085,mundohispanotn.com,7783235,Tennessee,0,2,0,4,4,7,6.438663407114309e-05
36675506,mydailytribune.com,4463816,Ohio,2,5,2,10,8,2135,0.0008780644774809564
36689874,mysuburbanlife.com,184623,Illinois,5,10,41,88,47,30000,6.952134518451334e-05
36689914,mysullivannews.com,14637692,Missouri,5,2,6045,2,-6043,41684,6.436297566587774e-05
36714018,nashvillescene.com,48597,Tennessee,119,38,30926,12138,-18788,476985,0.0001491613791704991
36740264,nephitimesnews.com,6894449,Utah,1,2,2,2,0,2514,6.441727490879378e-05
36751660,newarkadvocate.com,104419,Ohio,14,26,68426,4546,-63880,189801,0.0009210667259742782
36752613,newcastle-news.com,2372431,Washington,2,6,1482,3965,2483,57301,0.0003887470083205647
36754597,newhavenleader.com,8930535,Missouri,1,4,2,10,8,38,7.79881272882855e-05
36757673,newpraguetimes.com,6472637,Minnesota,1,3,4,3,-1,10,6.443170274426013e-05
36760082,newsandcitizen.com,5449604,Vermont,3,2,3,2,-1,847,6.441727490879378e-05
36760095,newsandtribune.com,341090,Indiana,5,7,622,16,-606,252190,7.474821754386196e-05
36761210,newsrepublican.com,717732,Iowa,1,5,6,6,0,4037,0.00030017402110199824
36771177,nickel-wantads.com,2042183,Washington,0,2,0,4,4,0,6.438663407114309e-05
36807644,northfortynews.com,2634038,Colorado,2,1,69,1,-68,22324,6.440528681893452e-05
36853708,oglecountynews.com,8432769,Illinois,1,6,198,3685,3487,3464,0.0004954924090461169
36858636,ojaivalleynews.com,2313884,California,1,3,1,12,11,2844,6.647723192034421e-05
36870391,olneydailymail.com,2529155,Illinois,21,5,2745,1462,-1283,48207,0.0004644922142945211
36878870,oneidadispatch.com,275498,New York,2,10,1134,3278,2144,15559,0.0005874397455987563
36885670,onlinesentinel.com,164369,Maine,2,21,17,1919,1902,34,0.0006058254645966778
36902699,oregonobserver.com,3333770,Wisconsin,2,2,8,2,-6,5,6.436297566587774e-05
36917031,othellooutlook.com,13407945,Washington,1,2,2,2,0,3,6.436297566587774e-05
36917152,otherpapersbvt.com,3773055,Vermont,0,1,0,2,2,2016,6.43577784002104e-05
36919391,ottumwacourier.com,530105,Iowa,1,3,2,4,2,4166,6.457487839190783e-05
36920653,ourbrowncounty.com,7616401,Indiana,0,2,0,2,2,9871,6.773604388936323e-05
36942017,paisano-online.com,14082908,Texas,0,8,0,34,34,939,8.847342540220738e-05
36943458,palaciosbeacon.com,5735176,Texas,2,2,96,2,-94,1966,6.436297566587774e-05
36946502,paloaltoonline.com,108635,California,0,8,0,17,17,24864,6.500064057071647e-05
36962186,parkcitiesnews.com,8122040,Texas,0,3,0,10,10,1039,6.443007648410412e-05
36969016,pasadenaweekly.com,511538,California,3,3,1586,4,-1582,8598,6.447395082293726e-05
36984151,pawtuckettimes.com,1210624,Rhode Island,0,2,0,4,4,7684,6.44357360483918e-05
36998412,pellachronicle.com,10500879,Iowa,0,1,0,1,1,7903,6.43485478304114e-05
36999648,penderthurston.com,21154031,Nebraska,1,2,2,2,0,2,6.436297566587774e-05
37001881,pensacolavoice.com,10138686,Florida,0,3,0,5,5,275,6.445536114952548e-05
37011399,perryvillenews.com,4024944,Missouri,0,3,0,3,3,4,6.443170274426013e-05
37051049,pinedaleonline.com,1165187,Wyoming,28,3,176,4,-172,62786,6.441450333298603e-05
37051173,pineislandnews.com,2512734,Florida,0,3,0,5,5,2985,6.445016388385814e-05
37051337,pinerivertimes.com,1065645,Colorado,1,1,12,1,-11,118,6.43485478304114e-05
37055274,pioneershopper.com,4782894,Utah,1,3,1,144,143,337,0.0001379413759387013
37055308,pioneertribune.com,4894558,Michigan,0,1,0,1,1,1,6.43485478304114e-05
37059940,pittsburghlive.com,2724394,Pennsylvania,0,16,0,563,563,407,0.00017908021239343525
37086773,pointparkglobe.com,2119738,Pennsylvania,0,2,0,3,3,118,6.437740350134408e-05
37110493,postandcourier.com,27995,South Carolina,28,65,48520,3615,-44905,1269619,0.000416469245821332
37131355,prestoncitizen.com,12370248,Idaho,0,2,0,4,4,3,7.528624756189573e-05
37149077,progress-index.com,315291,Virginia,1,7,3,111,108,20030,6.908911838153861e-05
37177863,purdueexponent.org,459128,Indiana,1,0,3,0,-3,1,6.433931726061239e-05
37181667,putnamsentinel.com,5250214,Ohio,11,1,11,2,-9,1,6.433931726061239e-05
37182148,puyallupherald.com,2342258,Washington,1,5,4,22593,22589,0,0.0010949029302069761
37197175,queensexaminer.com,9350578,New York,6,9,42,17,-25,4740,0.0003325811645303528
37226252,ramonasentinel.com,543618,California,1,5,439,424,-15,29461,0.0004342192890940819
37254893,recorderonline.com,592591,California,8,6,1889,463,-1426,91747,0.0015090424447381544
37269473,registerherald.com,2202813,Ohio,1,4,2,5,3,6,6.455134394536869e-05
37284932,rentonreporter.com,1113084,Washington,12,7,1399,1051,-348,31367,0.00020496797932047434
37286617,reporter-times.com,219772,Indiana,0,4,0,5,5,134647,7.818468695642932e-05
37303231,rheaheraldnews.com,3170718,Tennessee,0,7,0,7188,7188,33,0.000137350585364709
37323162,riverdalepress.com,2159827,New York,0,6,0,17,17,1393,6.628602877818938e-05
37337740,rocket-courier.com,3439013,Pennsylvania,0,3,0,3,3,1,6.443170274426013e-05
37338193,rockfordsquire.com,3006674,Michigan,0,2,0,5,5,28526,6.507273591355197e-05
37339366,rockrivertimes.com,867808,Illinois,4,1,4,1,-3,38504,6.43485478304114e-05
37358960,roswell-record.com,10175865,New Mexico,0,8,0,10,10,0,6.505148255967627e-05
37381458,russian-bazaar.com,168975,New York,0,3,0,5,5,1805,6.438780377373465e-05
37421338,sanantonionews.com,6423317,Texas,9,1,57,2,-55,538,6.436817293154508e-05
37423400,sandiegoreader.com,44401,California,27,13,51,19,-32,1347119,6.552243675834761e-05
37425827,sanfernandosun.com,2017108,California,0,2,0,10,10,675,6.444201748993711e-05
37427406,sanjuanjournal.com,1001678,Washington,13,7,1722,1386,-336,37903,0.00024932042824548674
37452696,scenenewspaper.com,1856283,Wisconsin,0,2,0,4,4,1,6.438663407114309e-05
37477272,seacoastonline.com,46939,Maine,0,35,0,93,93,658013,8.312565377460712e-05
37541071,sheboyganpress.com,217667,Wisconsin,12,16,5177,15391,10214,12658,0.0008195418969422039
37565441,shoppernewsnow.com,4370489,Tennessee,0,3,0,5,5,11,6.440705668717735e-05
37565495,shoppersweekly.com,14766688,Washington,1,2,2,4,2,20,6.438663407114309e-05
37567298,shorenewstoday.com,204723,New Jersey,7,8,399,276,-123,34248,0.0006187161044476153
37617380,skyhidailynews.com,704286,Colorado,11,17,12180,45967,33787,79339,0.0003080505959662054
37631679,smdailyjournal.com,229730,California,0,4,0,8,8,145,6.441033396296771e-05
37637843,smudailycampus.com,909286,Texas,2,4,2,4,2,19901,6.453560542210465e-05
37665485,sooeveningnews.com,629368,Michigan,22,8,3041,1497,-1544,22326,0.00010326267352207195
37675298,southerndigest.com,4644244,Louisiana,1,2,262,4,-258,2725,6.438663407114309e-05
